product_name,price,product_image,category,sold,disccount,free_ongkir,cod
Laris_Unik COD Kipas Pendingin Udara Portabel AC Mini Humidifier Air Cooler Mini XFS-1,64.500,https://down-id.img.susercontent.com/file/id-11134207-7qukz-lhsssmmg7p043d_tn,elektronik,"3,7RB Terjual",-67%,true,true
Lampu TL Neon T5 LED 6W 30CM 10W 60CM 15w 90cm 20W 120CM Tube Warna Warni,28.600,https://down-id.img.susercontent.com/file/bb987a8146882e0dab67052f1bef86a4_tn,elektronik,10RB+ Terjual,-51%,true,true
"JOZAKA - Dispenser PORTABLE  3,5liter / dispenser minuman",15.500,https://down-id.img.susercontent.com/file/id-11134207-7r98u-lnsdj6p041aee8_tn,elektronik,10RB+ Terjual,,true,true
VISHAL Blender Portable mini Kapsul cutter Quatre/BLENDER KAPSUL SERBAGUNA VS-1828,55.999,https://down-id.img.susercontent.com/file/f17186e9b695681d8c11553f366c5dd1_tn,elektronik,10RB+ Terjual,-53%,true,true
GW Tornado Fan 12” 3in1 Wall Fan Hemat Daya,139.900,https://down-id.img.susercontent.com/file/id-11134207-7qukx-lf8i2bmisnnf6e_tn,elektronik,"3,9RB Terjual",-53%,true,true
Pompa Galon Elektrik Dispenser Air Minum Gallon Pompa Galon Electric,23.500,https://down-id.img.susercontent.com/file/sg-11134201-7rbk0-lkupx3nvhc2w51_tn,elektronik,10RB+ Terjual,-16%,true,true
WELHOME Kipas Angin Listrik Motif 10inch - Kipas Portable Lucu,55.900,https://down-id.img.susercontent.com/file/id-11134207-7r98t-lmk7w5lq5h1od8_tn,elektronik,10RB+ Terjual,-7%,true,true
Lampu Garansi Platinum LED Bulb 5w 7w 9w 12w 15w 18w 21w Bohlam LED Cool White E27 Garansi 1 Tahun,8.500,https://down-id.img.susercontent.com/file/id-11134207-7r98q-lno6ole4sdqhe0_tn,elektronik,10RB+ Terjual,,true,true
<^ SJA ^>  BLENDER PORTABLE CRUSHRE JUICER MINI / Blender Portable Mini 420ML Juicer Portable 6 Pisau Listrik USB / Juice Blender Buah Mini Mixer Ice Crusher,35.288,https://down-id.img.susercontent.com/file/id-11134207-7qukz-ljm92z7uxo2jc3_tn,elektronik,"3,8RB Terjual",-46%,true,true
MTE Lampu Tumblr  Bola Anggur / Lampu Tumblr Motif 4 Meter / Lampu Hias Natal,12.500,https://down-id.img.susercontent.com/file/id-11134207-7r98q-lmeabz51wn1nff_tn,elektronik,"7,6RB Terjual",-80%,true,true
PORTABLE JUICER BLENDER ( 4 mata pisau ) - BLENDER CHARGE JUICE,47.990,https://down-id.img.susercontent.com/file/f8346412d5dc10c8737c2e83435cc85e_tn,elektronik,10RB+ Terjual,-56%,true,true
lampu buat kamar tidur Lampu Hias 3D LED lampu hias kamar tidur Hadiah spesial lampu malam bulan bola kristal,27.800,https://down-id.img.susercontent.com/file/sg-11134201-22100-hl2ld4xhzuiv77_tn,elektronik,10RB+ Terjual,-18%,true,true
Lampu Candle LED E27 Dan E14 3Warna 12W/Putih+WW+K dan K+B+ungu,7.000,https://down-id.img.susercontent.com/file/2302167d6c1be51f6a15f8236a530e0e_tn,elektronik,10RB+ Terjual,-10%,true,true
[INTELLIGENT] Pompa Galon Elektrik V-33 || Dispenser Air Galon || Pompa Galon Electric Usb,31.800,https://down-id.img.susercontent.com/file/id-11134207-7qukw-lgxg623zagrj9b_tn,elektronik,"4,7RB Terjual",,true,true
Teko Listrik Scarlett 2 liter / Electric heat Kettle 2L - Pemanas Air,49.999,https://down-id.img.susercontent.com/file/sg-11134201-22100-kgcmywem2civa4_tn,elektronik,10RB+ Terjual,-9%,true,true
"Panci Presto Teflon Pressure Cooker 3,5 liter Anti Lengket",44.999,https://down-id.img.susercontent.com/file/sg-11134201-22110-rkfn1uu8gyjvb8_tn,elektronik,10RB+ Terjual,-64%,true,true
